TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_START_DATE,REF_YEAR
2023-0301,Auckland,Outro,32,Hard,-,2023-01-09,2023
2024-0337,Vienna,Outro,32,Hard,-,2024-01-21,2024
2025-9410,Almaty,ATP 250,28,Hard,Sim,2025-01-13,2025
1968-6811,Los Angeles NTL,Outro,16,Carpet,Sim,1968-01-17,1968
1968-9301,Tulsa WCT,Outro,8,Carpet,Sim,1968-01-27,1968
1968-713,Hobart,Outro,8,Grass,-,1968-01-30,1968
1969-D047,Davis Cup,Davis Cup,4,Clay,-,1969-01-23,1969
1970-D025,Davis Cup,Davis Cup,4,Clay,-,1970-01-12,1970
1972-9205,Hartford,Outro,6,Carpet,Sim,1972-01-09,1972
1972-320,Cleveland WCT,Outro,32,Hard,-,1972-01-13,1972
1973-D028,Davis Cup,Davis Cup,4,Clay,-,1973-01-20,1973
1976-658,Nuremberg,Outro,32,Carpet,Sim,1976-01-08,1976
1976-D007,Davis Cup,Davis Cup,4,Clay,-,1976-01-24,1976
1977-337,Vienna,Outro,32,Hard,-,1977-01-24,1977
1978-426,Johannesburg,Outro,32,Hard,-,1978-01-04,1978
1978-427,Sydney Indoor,Outro,32,Hard,Sim,1978-01-22,1978
1979-312,Bologna,Outro,32,Carpet,Sim,1979-01-19,1979
1980-334,Bangkok,Outro,32,Carpet,Sim,1980-01-17,1980
1981-392,Mar Del Plata,Outro,32,Clay,-,1981-01-02,1981
1982-D040,Davis Cup,Davis Cup,4,Hard,-,1982-01-07,1982
1984-315,Newport,Outro,32,Grass,-,1984-01-09,1984
1985-331,Melbourne Indoor,Outro,32,Carpet,Sim,1985-01-21,1985
1988-D014,Davis Cup,Davis Cup,4,Clay,-,1988-01-10,1988
1988-329,Tokyo Outdoor,Outro,56,Hard,-,1988-01-11,1988
1988-88,Seoul Olympics,Olympics Games,64,Hard,-,1988-01-20,1988
1989-201,Guaruja,Outro,32,Hard,-,1989-01-06,1989
1991-520,Roland Garros,Grand Slam,128,Clay,-,1991-01-27,1991
1992-323,Bordeaux,Outro,32,Clay,-,1992-01-14,1992
1993-498,Osaka,Outro,32,Hard,-,1993-01-29,1993
1996-D073,Davis Cup,Davis Cup,4,Hard,-,1996-01-09,1996
1997-D022,Davis Cup,Davis Cup,4,Hard,-,1997-01-04,1997
1998-D067,Davis Cup,Davis Cup,4,Clay,-,1998-01-03,1998
1998-773,Bucharest,Outro,32,Clay,-,1998-01-14,1998
1998-73,Tashkent,Outro,32,Hard,-,1998-01-14,1998
1999-D065,Davis Cup,Davis Cup,4,Hard,-,1999-01-02,1999
1999-408,London,Outro,32,Carpet,Sim,1999-01-22,1999
2002-615,Dusseldorf,Outro,64,Clay,-,2002-01-20,2002
2003-407,Rotterdam,Outro,32,Hard,-,2003-01-17,2003
2007-451,Doha,Outro,32,Hard,-,2007-01-01,2007
2008-314,Gstaad,Outro,28,Clay,-,2008-01-07,2008
2009-1536,Madrid Masters,Masters 1000,56,Clay,-,2009-01-10,2009
2009-402,Memphis,Outro,32,Hard,-,2009-01-16,2009
2010-D033,Davis Cup,Davis Cup,4,Clay,-,2010-01-07,2010
2010-533,Costa Do Sauipe,Outro,32,Clay,-,2010-01-08,2010
2014-439,Umag,Outro,28,Clay,-,2014-01-21,2014
2015-6003,Kuala Lumpur,Outro,28,Hard,-,2015-01-28,2015
2016-0315,Newport,Outro,32,Grass,-,2016-01-11,2016
2020-M-DC-2020-WG2-PO-GEO-EST-01,Davis Cup,Davis Cup,4,Hard,-,2020-01-06,2020
2023-0891,Pune,Outro,32,Hard,-,2023-01-02,2023
2025-M-DC-2025-WG2-R1-LBN-BAR-04,Davis Cup,Davis Cup,4,Clay,-,2025-01-12,2025
2025-M-DC-2025-QLS-M-AUS-BEL-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-12,2025
2026-520,Roland Garros,Grand Slam,128,Clay,Não,2026-01-03,2026
2026-404,Indian Wells Masters,Masters 1000,96,Hard,Não,2026-01-04,2026
2026-339,Brisbane,ATP 250,32,Hard,Não,2026-01-09,2026
1968-3940,Barranquilla,Outro,32,Clay,-,1968-01-04,1968
1968-T111,Phoenix,Outro,-1,-,-,1968-01-11,1968
1972-D012,Davis Cup,Davis Cup,4,Carpet,Sim,1972-01-20,1972
1975-316,Bastad,Outro,32,Clay,-,1975-01-07,1975
1975-414,Hamburg,Outro,64,Clay,-,1975-01-19,1975
1975-2026,Madrid,Outro,64,Clay,-,1975-01-27,1975
1976-310,Florence,Outro,32,Clay,-,1976-01-03,1976
1977-7308,Adelaide,Outro,64,Grass,-,1977-01-10,1977
1979-321,Stuttgart Outdoor,Outro,32,Clay,-,1979-01-16,1979
1980-206,Cairo,Outro,32,Clay,-,1980-01-03,1980
1981-305,Nice,Outro,32,Clay,-,1981-01-06,1981
1987-338,Sydney Outdoor,Outro,32,Grass,-,1987-01-26,1987
1988-436,Charleston,Outro,32,Clay,-,1988-01-25,1988
1990-D060,Davis Cup,Davis Cup,4,Hard,-,1990-01-02,1990
1992-360,Casablanca,Outro,32,Clay,-,1992-01-16,1992
1993-379,Prague,Outro,32,Clay,-,1993-01-02,1993
1994-D016,Davis Cup,Davis Cup,4,Carpet,Sim,1994-01-04,1994
1994-420,New Haven,Outro,56,Hard,-,1994-01-15,1994
1994-D031,Davis Cup,Davis Cup,4,Carpet,Sim,1994-01-29,1994
1995-D082,Davis Cup,Davis Cup,4,Hard,-,1995-01-22,1995
1997-D051,Davis Cup,Davis Cup,4,Hard,-,1997-01-14,1997
1998-D082,Davis Cup,Davis Cup,4,Hard,-,1998-01-17,1998
1999-301,Auckland,Outro,32,Hard,-,1999-01-11,1999
2000-580,Australian Open,Grand Slam,128,Hard,-,2000-01-17,2000
2000-807,Mexico City,Outro,32,Clay,-,2000-01-21,2000
2000-D037,Davis Cup,Davis Cup,4,Clay,-,2000-01-28,2000
2005-D015,Davis Cup,Davis Cup,4,Hard,-,2005-01-02,2005
2006-D080,Davis Cup,Davis Cup,4,Clay,-,2006-01-22,2006
2008-D011,Davis Cup,Davis Cup,4,Hard,-,2008-01-08,2008
2008-418,Washington,Outro,32,Hard,-,2008-01-10,2008
2009-439,Umag,Outro,32,Clay,-,2009-01-27,2009
2011-D068,Davis Cup,Davis Cup,4,Hard,-,2011-01-08,2011
2011-741,Eastbourne,Outro,32,Grass,-,2011-01-12,2011
2013-505,Santiago,Outro,28,Clay,-,2013-01-04,2013
2013-360,Casablanca,Outro,28,Clay,-,2013-01-08,2013
2014-533,Sao Paulo,Outro,28,Clay,-,2014-01-24,2014
2017-M004,Acapulco,Outro,32,Hard,-,2017-01-27,2017
2018-540,Wimbledon,Grand Slam,128,Grass,-,2018-01-02,2018
2020-M-DC-2020-QLS-M-BEL-HUN-01,Davis Cup,Davis Cup,4,Clay,-,2020-01-06,2020
2025-M-DC-2025-WG2-PO-ESA-MDA-04,Davis Cup,Davis Cup,4,Hard,-,2025-01-01,2025
2025-M-DC-2025-QLS-M-HUN-AUT-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-12,2025
2026-717,Houston,ATP 250,28,Clay,Não,2026-01-04,2026
2026-403,Miami Masters,Masters 1000,96,Hard,Não,2026-01-22,2026
2001-605,Masters Cup,ATP Finals,8,Hard,-,2001-01-12,2001
1969-401,Philadelphia WCT,Outro,32,Carpet,Sim,1969-01-05,1969
1970-2047,Jacksonville,Outro,32,Clay,-,1970-01-25,1970
1972-2064,London Indoor,Outro,16,Hard,Sim,1972-01-22,1972
1973-2038,Calgary,Outro,32,-,-,1973-01-12,1973
1973-308,Munich,Outro,64,Clay,-,1973-01-23,1973
1975-2027,Istanbul,Outro,32,-,-,1975-01-20,1975
1976-309,Madrid,Outro,64,Clay,-,1976-01-25,1976
1977-D005,Davis Cup,Davis Cup,4,Grass,-,1977-01-21,1977
1977-D033,Davis Cup,Davis Cup,4,Grass,-,1977-01-21,1977
1977-663,Louisville,Outro,64,Clay,-,1977-01-25,1977
1980-413,Las Vegas,Outro,32,Hard,-,1980-01-22,1980
1983-723,Lisbon,Outro,32,Clay,-,1983-01-04,1983
1985-411,Chicago,Outro,32,Carpet,Sim,1985-01-01,1985
1989-D015,Davis Cup,Davis Cup,4,Hard,-,1989-01-16,1989
1992-301,Auckland,Outro,32,Hard,-,1992-01-06,1992
1992-305,Nice,Outro,32,Clay,-,1992-01-13,1992
1994-441,Long Island,Outro,32,Hard,-,1994-01-22,1994
1996-560,US Open,Grand Slam,128,Hard,-,1996-01-26,1996
1997-419,Indianapolis,Outro,56,Hard,-,1997-01-11,1997
1997-329,Tokyo,Outro,56,Hard,-,1997-01-14,1997
1998-D051,Davis Cup,Davis Cup,4,Clay,-,1998-01-01,1998
1998-540,Wimbledon,Grand Slam,128,Grass,-,1998-01-22,1998
2001-D051,Davis Cup,Davis Cup,4,Clay,-,2001-01-06,2001
2002-414,Hamburg Masters,Masters 1000,64,Clay,-,2002-01-13,2002
2002-438,Moscow,Outro,32,Carpet,Sim,2002-01-30,2002
2007-D063,Davis Cup,Davis Cup,4,Hard,-,2007-01-21,2007
2008-D005,Davis Cup,Davis Cup,4,Carpet,Sim,2008-01-08,2008
2008-D024,Davis Cup,Davis Cup,4,Clay,-,2008-01-11,2008
2013-D014,Davis Cup,Davis Cup,4,Hard,-,2013-01-13,2013
2013-468,Estoril,Outro,28,Clay,-,2013-01-29,2013
2015-D066,Davis Cup,Davis Cup,4,Hard,-,2015-01-17,2015
2018-0375,Montpellier,Outro,32,Hard,-,2018-01-05,2018
2018-0321,Stuttgart,Outro,32,Grass,-,2018-01-11,2018
2023-0352,Paris Masters,Masters 1000,64,Hard,-,2023-01-30,2023
2024-4787,Belgrade,Outro,28,Hard,-,2024-01-04,2024
2024-M-DC-2024-FLS-4-M-D-GBR-ARG-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-13,2024
2024-M-DC-2024-FLS-M-USA-AUS-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-21,2024
2026-M-DC-2026-QLS-M-NOR-GBR-01,Davis Cup,Davis Cup,4,Hard,Sim,2026-01-06,2026
2026-424,Dallas,ATP 500,32,Hard,Sim,2026-01-11,2026
2026-301,Auckland,ATP 250,32,Hard,Não,2026-01-15,2026
1984-422,Cincinnati,Masters 1000,64,Hard,-,1984-01-20,1984
1970-412,Atlanta,Outro,16,Hard,-,1970-01-06,1970
1971-657,Hampton,Outro,32,Hard,-,1971-01-07,1971
1971-D031,Davis Cup,Davis Cup,4,-,-,1971-01-14,1971
1971-424,Berkeley,Outro,64,Hard,-,1971-01-27,1971
1972-2022,Roanoke,Outro,16,Carpet,Sim,1972-01-21,1972
1974-262,London WCT,Outro,32,Hard,-,1974-01-18,1974
1976-D024,Davis Cup,Davis Cup,4,-,-,1976-01-14,1976
1977-328,Basel,Outro,32,Carpet,Sim,1977-01-25,1977
1978-D003,Davis Cup,Davis Cup,4,Carpet,Sim,1978-01-27,1978
1982-D003,Davis Cup,Davis Cup,4,Clay,-,1982-01-01,1982
1982-D007,Davis Cup,Davis Cup,4,Clay,-,1982-01-06,1982
1984-D054,Davis Cup,Davis Cup,4,Clay,-,1984-01-04,1984
1984-415,Forest Hills WCT,Outro,64,Clay,-,1984-01-06,1984
1985-D021,Davis Cup,Davis Cup,4,Clay,-,1985-01-10,1985
1987-414,Hamburg,Outro,56,Clay,-,1987-01-27,1987
1988-311,Queen's Club,Outro,64,Grass,-,1988-01-06,1988
1990-D031,Davis Cup,Davis Cup,4,Hard,-,1990-01-30,1990
1991-D016,Davis Cup,Davis Cup,4,Hard,-,1991-01-01,1991
1991-418,Washington,Outro,56,Hard,-,1991-01-15,1991
1992-215,Buzios,Outro,32,Hard,-,1992-01-02,1992
1995-496,Marseille,Outro,32,Carpet,Sim,1995-01-06,1995
1996-429,Stockholm,Outro,32,Hard,-,1996-01-04,1996
1996-419,Indianapolis,Outro,56,Hard,-,1996-01-12,1996
1996-D068,Davis Cup,Davis Cup,4,Clay,-,1996-01-23,1996
1998-D033,Davis Cup,Davis Cup,4,Carpet,Sim,1998-01-03,1998
2000-D023,Davis Cup,Davis Cup,4,Hard,-,2000-01-07,2000
2001-D080,Davis Cup,Davis Cup,4,Hard,-,2001-01-21,2001
2002-315,Newport,Outro,32,Grass,-,2002-01-08,2002
2007-D068,Davis Cup,Davis Cup,4,Clay,-,2007-01-06,2007
2007-418,Washington,Outro,48,Hard,-,2007-01-29,2007
2009-328,Basel,Outro,32,Hard,-,2009-01-02,2009
2013-410,Monte Carlo Masters,Masters 1000,56,Clay,-,2013-01-14,2013
2019-0308,Munich,Outro,32,Clay,-,2019-01-29,2019
2022-M-DC-2022-QLS-M-SWE-JPN-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-04,2022
2022-M-DC-2022-QLS-M-BEL-FIN-01,Davis Cup,Davis Cup,4,Hard,-,2022-01-04,2022
2023-0375,Montpellier,Outro,32,Hard,-,2023-01-06,2023
2023-M-DC-2023-WG2-M-PAK-INA-01,Davis Cup,Davis Cup,4,Grass,-,2023-01-16,2023
2024-M-DC-2024-FLS-4-M-D-FIN-GBR-01,Davis Cup,ATP Finals,2,Hard,-,2024-01-11,2024
2025-M-DC-2025-WG2-R1-UKR-DOM-02,Davis Cup,Davis Cup,4,Clay,-,2025-01-12,2025
2026-321,Stuttgart,ATP 250,28,Grass,Não,2026-01-10,2026
2026-439,Umag,ATP 250,28,Clay,Não,2026-01-13,2026
2026-580,Australian Open,Grand Slam,128,Hard,Não,2026-01-23,2026
1969-D018,Davis Cup,Davis Cup,4,Clay,-,1969-01-09,1969
1971-D011,Davis Cup,Davis Cup,4,Clay,-,1971-01-16,1971
1972-338,Sydney,Outro,32,Grass,-,1972-01-03,1972
1974-D072,Davis Cup,Davis Cup,4,-,-,1974-01-19,1974
1974-D056,Davis Cup,Davis Cup,4,Hard,-,1974-01-26,1974
1978-361,Santiago,Outro,32,Clay,-,1978-01-04,1978
1979-323,Bordeaux,Outro,32,Clay,-,1979-01-01,1979
1979-277,Berlin,Outro,32,Clay,-,1979-01-18,1979
1979-716,Dayton,Outro,32,Carpet,Sim,1979-01-26,1979
1981-312,Bologna,Outro,32,Carpet,Sim,1981-01-23,1981
1982-407,Rotterdam,Outro,32,Carpet,Sim,1982-01-13,1982
1983-D017,Davis Cup,Davis Cup,4,Clay,-,1983-01-06,1983
1983-D044,Davis Cup,Davis Cup,4,Carpet,Sim,1983-01-30,1983
1984-325,Palermo,Outro,32,Clay,-,1984-01-10,1984
1984-D043,Davis Cup,Davis Cup,4,Hard,-,1984-01-15,1984
1985-D028,Davis Cup,Davis Cup,4,Clay,-,1985-01-04,1985
1986-429,Stockholm,Outro,56,Hard,-,1986-01-03,1986
1986-314,Gstaad,Outro,32,Clay,-,1986-01-07,1986
1986-D015,Davis Cup,Davis Cup,4,Hard,-,1986-01-13,1986
1988-D049,Davis Cup,Davis Cup,4,Carpet,Sim,1988-01-08,1988
1988-435,Rye Brook,Outro,32,Hard,-,1988-01-22,1988
1990-312,Bologna,Outro,32,Clay,-,1990-01-21,1990
1990-D002,Davis Cup,Davis Cup,4,Grass,-,1990-01-21,1990
1991-D074,Davis Cup,Davis Cup,4,Hard,-,1991-01-29,1991
1992-404,Indian Wells Masters,Masters 1000,56,Hard,-,1992-01-02,1992
1993-317,Hilversum,Outro,32,Clay,-,1993-01-26,1993
1993-D017,Davis Cup,Davis Cup,4,Clay,-,1993-01-30,1993
1994-407,Rotterdam,Outro,32,Carpet,Sim,1994-01-21,1994
1995-506,Buenos Aires,Outro,32,Clay,-,1995-01-06,1995
1996-D031,Davis Cup,Davis Cup,4,Clay,-,1996-01-05,1996
1997-D014,Davis Cup,Davis Cup,4,Hard,-,1997-01-02,1997
2000-438,Moscow,Outro,32,Carpet,Sim,2000-01-23,2000
2004-D071,Davis Cup,Davis Cup,4,Hard,-,2004-01-16,2004
2005-540,Wimbledon,Grand Slam,128,Grass,-,2005-01-20,2005
2005-D026,Davis Cup,Davis Cup,4,Clay,-,2005-01-29,2005
2009-D062,Davis Cup,Davis Cup,4,Carpet,Sim,2009-01-06,2009
2009-D044,Davis Cup,Davis Cup,4,Hard,-,2009-01-06,2009
2010-5014,Shanghai Masters,Masters 1000,56,Hard,-,2010-01-10,2010
2010-429,Stockholm,Outro,28,Hard,-,2010-01-18,2010
2010-520,Roland Garros,Grand Slam,128,Clay,-,2010-01-24,2010
2011-891,Chennai,Outro,32,Hard,-,2011-01-03,2011
2011-773,Bucharest,Outro,28,Clay,-,2011-01-19,2011
2011-314,Gstaad,Outro,28,Clay,-,2011-01-25,2011
2015-D059,Davis Cup,Davis Cup,4,Clay,-,2015-01-17,2015
2015-D031,Davis Cup,Davis Cup,4,Clay,-,2015-01-17,2015
2022-0404,Indian Wells Masters,Masters 1000,128,Hard,-,2022-01-07,2022
2025-M-DC-2025-WG1-PO-IND-TOG-01,Davis Cup,Davis Cup,4,Hard,-,2025-01-01,2025
2025-5100,Athens,ATP 250,28,Hard,Sim,2025-01-03,2025
2025-M-DC-2025-WG2-R1-ESA-ROU-04,Davis Cup,Davis Cup,4,Hard,-,2025-01-13,2025
2026-375,Montpellier,ATP 250,28,Hard,Sim,2026-01-03,2026
2026-717,Houston,ATP 250,28,Clay,Não,2026-01-05,2026
2026-M-DC-2026-QLS-M-CHI-SRB-01,Davis Cup,Davis Cup,4,Clay,Não,2026-01-06,2026
2026-404,Indian Wells Masters,Masters 1000,96,Hard,Não,2026-01-06,2026
2026-311,Queen's Club,ATP 500,32,Grass,Não,2026-01-19,2026
2026-580,Australian Open,Grand Slam,128,Hard,Não,2026-01-25,2026
2026-1536,Madrid Masters,Masters 1000,96,Clay,Não,2026-01-28,2026
1970-657,Hampton,Outro,32,Carpet,Sim,1970-01-02,1970
1970-401,Philadelphia WCT,Outro,64,Carpet,Sim,1970-01-02,1970
1971-314,Gstaad,Outro,32,Clay,-,1971-01-10,1971
1972-423,Los Angeles WCT,Outro,64,Hard,-,1972-01-18,1972
1974-D012,Davis Cup,Davis Cup,4,-,-,1974-01-13,1974
1975-659,Valencia,Outro,64,Clay,-,1975-01-20,1975
1976-666,Stockholm - WCT,Outro,16,Carpet,Sim,1976-01-20,1976
1979-709,Sarasota,Outro,32,Carpet,Sim,1979-01-12,1979
1980-D010,Davis Cup,Davis Cup,4,-,-,1980-01-07,1980
1984-332,Cologne,Outro,32,Hard,-,1984-01-15,1984
1987-318,Livingston,Outro,32,Hard,-,1987-01-13,1987
1989-409,Orlando,Outro,32,Hard,-,1989-01-02,1989
1990-427,Sydney Indoor,Outro,48,Hard,Sim,1990-01-01,1990
1990-311,Queen's Club,Outro,56,Grass,-,1990-01-11,1990
1990-456,Singapore,Outro,32,Hard,-,1990-01-30,1990
1992-D050,Davis Cup,Davis Cup,4,Hard,-,1992-01-01,1992
1993-451,Doha,Outro,32,Hard,-,1993-01-04,1993
1994-D046,Davis Cup,Davis Cup,4,Clay,-,1994-01-06,1994
1997-379,Prague,Outro,32,Clay,-,1997-01-28,1997
2002-404,Indian Wells Masters,Masters 1000,64,Hard,-,2002-01-11,2002
2002-D072,Davis Cup,Davis Cup,4,Carpet,Sim,2002-01-12,2002
2002-D055,Davis Cup,Davis Cup,4,Grass,-,2002-01-20,2002
2004-D005,Davis Cup,Davis Cup,4,Clay,-,2004-01-06,2004
2005-D002,Davis Cup,Davis Cup,4,Hard,-,2005-01-04,2005
2005-D080,Davis Cup,Davis Cup,4,Hard,-,2005-01-23,2005
2006-D029,Davis Cup,Davis Cup,4,Hard,-,2006-01-21,2006
2006-D018,Davis Cup,Davis Cup,4,Carpet,Sim,2006-01-22,2006
2007-D081,Davis Cup,Davis Cup,4,Hard,-,2007-01-20,2007
2007-D079,Davis Cup,Davis Cup,4,Carpet,Sim,2007-01-21,2007
2008-605,Masters Cup,ATP Finals,8,Hard,-,2008-01-09,2008
2009-D064,Davis Cup,Davis Cup,4,Hard,-,2009-01-10,2009
2009-560,US Open,Grand Slam,128,Hard,-,2009-01-31,2009
2011-560,US Open,Grand Slam,128,Hard,-,2011-01-29,2011
2013-6120,Nice,Outro,28,Clay,-,2013-01-19,2013
2014-D002,Davis Cup,Davis Cup,4,Hard,-,2014-01-31,2014
2016-M-DC-2016-G2-AO-M-VIE-INA-01,Davis Cup,Davis Cup,4,Hard,-,2016-01-04,2016
2018-M-DC-2018-G1-EPA-M-BIH-SVK-01,Davis Cup,Davis Cup,4,Clay,-,2018-01-06,2018
2023-M-DC-2023-FLS-M-FIN-AUS-01,Davis Cup,ATP Finals,2,Hard,-,2023-01-24,2023
2023-8996,Santiago,Outro,32,Clay,-,2023-01-27,2023
2024-0329,Tokyo,Outro,32,Hard,-,2024-01-25,2024
2026-440,'s-Hertogenbosch,ATP 250,28,Grass,Não,2026-01-11,2026
1968-D020,Davis Cup,Davis Cup,4,Hard,-,1968-01-16,1968
1970-D013,Davis Cup,Davis Cup,4,-,-,1970-01-14,1970
1972-D017,Davis Cup,Davis Cup,4,Clay,-,1972-01-05,1972
1973-254,Johannesburg WCT,Outro,32,Hard,-,1973-01-14,1973
1974-7308,Adelaide,Outro,32,Grass,-,1974-01-02,1974
1974-7310,Beckenham,Outro,128,Grass,-,1974-01-10,1974
1975-308,Munich,Outro,32,Clay,-,1975-01-07,1975
1975-407,Rotterdam WCT,Outro,32,Carpet,Sim,1975-01-24,1975
1977-359,Bogota,Outro,32,Clay,-,1977-01-07,1977
1977-362,Manila,Outro,32,Hard,-,1977-01-14,1977
1977-1729,Bombay,Outro,32,Clay,-,1977-01-28,1977
1980-707,South Orange,Outro,32,Clay,-,1980-01-28,1980
1982-D023,Davis Cup,Davis Cup,4,Grass,-,1982-01-05,1982
1983-328,Basel,Outro,32,Hard,-,1983-01-10,1983
1984-328,Basel,Outro,32,Hard,-,1984-01-08,1984
1985-D016,Davis Cup,Davis Cup,4,Clay,-,1985-01-04,1985
1987-D018,Davis Cup,Davis Cup,4,Hard,-,1987-01-24,1987
1989-D072,Davis Cup,Davis Cup,4,Hard,-,1989-01-16,1989
1992-D073,Davis Cup,Davis Cup,4,Clay,-,1992-01-01,1992
1992-352,Paris Masters,Masters 1000,48,Carpet,Sim,1992-01-02,1992
1992-D041,Davis Cup,Davis Cup,4,Carpet,Sim,1992-01-31,1992
1992-D028,Davis Cup,Davis Cup,4,Clay,-,1992-01-31,1992
1994-717,Pinehurst,Outro,32,Clay,-,1994-01-02,1994
1995-560,US Open,Grand Slam,128,Hard,-,1995-01-28,1995
1996-301,Auckland,Outro,32,Hard,-,1996-01-08,1996
1997-414,Hamburg Masters,Masters 1000,56,Clay,-,1997-01-05,1997
1998-D018,Davis Cup,Davis Cup,4,Clay,-,1998-01-01,1998
1998-D015,Davis Cup,Davis Cup,4,Clay,-,1998-01-03,1998
1998-312,Bologna,Outro,32,Clay,-,1998-01-08,1998
1999-319,Kitzbuhel,Outro,48,Clay,-,1999-01-26,1999
2001-308,Munich,Outro,32,Clay,-,2001-01-30,2001
2003-D062,Davis Cup,Davis Cup,4,Clay,-,2003-01-11,2003
2004-321,Stuttgart,Outro,48,Clay,-,2004-01-12,2004
2006-D056,Davis Cup,Davis Cup,4,Clay,-,2006-01-07,2006
2006-475,Sopot,Outro,32,Clay,-,2006-01-31,2006
2008-316,Bastad,Outro,28,Clay,-,2008-01-07,2008
2009-D035,Davis Cup,Davis Cup,4,Hard,-,2009-01-06,2009
2009-D046,Davis Cup,Davis Cup,4,Hard,-,2009-01-10,2009
2012-D003,Davis Cup,Davis Cup,4,Hard,-,2012-01-10,2012
2015-D013,Davis Cup,Davis Cup,4,Hard,-,2015-01-18,2015
2015-7163,Istanbul,Outro,28,Clay,-,2015-01-27,2015
2016-7581,Chengdu,Outro,32,Hard,-,2016-01-26,2016
2017-0341,Metz,Outro,32,Hard,-,2017-01-18,2017
2018-0341,Metz,Outro,32,Hard,-,2018-01-17,2018
2023-M-DC-2023-FLS-4-D-M-CRO-NED-01,Davis Cup,ATP Finals,2,Hard,-,2023-01-17,2023
2026-336,Hong Kong,ATP 250,28,Hard,Não,2026-01-08,2026
2026-416,Rome Masters,Masters 1000,96,Clay,Não,2026-01-13,2026
2026-439,Umag,ATP 250,28,Clay,Não,2026-01-19,2026
2026-8994,Mallorca,ATP 250,28,Grass,Não,2026-01-23,2026
2026-8996,Santiago,ATP 250,28,Clay,Não,2026-01-25,2026
2008-580,Australian Open,Grand Slam,128,Hard,-,2008-01-14,2008
1968-9319,Cannes WCT,Outro,8,Hard,-,1968-01-01,1968
1968-9313,Wembley NTL 2,Outro,8,Hard,-,1968-01-02,1968
1971-D029,Davis Cup,Davis Cup,4,-,-,1971-01-10,1971
1979-310,Florence,Outro,32,Clay,-,1979-01-14,1979
1979-361,Santiago,Outro,32,Clay,-,1979-01-26,1979
1980-254,Johannesburg,Outro,32,Hard,-,1980-01-08,1980
1980-364,Sofia,Outro,32,Carpet,Sim,1980-01-15,1980
1981-D001,Davis Cup,Davis Cup,4,Clay,-,1981-01-10,1981
1983-418,Washington,Outro,56,Clay,-,1983-01-18,1983
1985-D049,Davis Cup,Davis Cup,4,Clay,-,1985-01-08,1985
1986-312,Bologna,Outro,32,Clay,-,1986-01-09,1986
1987-309,Madrid,Outro,32,Clay,-,1987-01-14,1987
1987-D042,Davis Cup,Davis Cup,4,Carpet,Sim,1987-01-24,1987
1989-D046,Davis Cup,Davis Cup,4,Clay,-,1989-01-15,1989
1990-D048,Davis Cup,Davis Cup,4,Carpet,Sim,1990-01-02,1990
1990-379,Prague,Outro,32,Clay,-,1990-01-06,1990
1991-D055,Davis Cup,Davis Cup,4,Clay,-,1991-01-03,1991
1991-D030,Davis Cup,Davis Cup,4,Hard,-,1991-01-05,1991
1992-367,Athens,Outro,32,Clay,-,1992-01-05,1992
1992-433,Scottsdale,Outro,32,Hard,-,1992-01-24,1992
1995-375,Lyon,Outro,32,Carpet,Sim,1995-01-16,1995
1996-D039,Davis Cup,Davis Cup,4,Hard,-,1996-01-09,1996
1998-317,Amsterdam,Outro,32,Clay,-,1998-01-03,1998
2002-D007,Davis Cup,Davis Cup,4,Carpet,Sim,2002-01-08,2002
2002-D074,Davis Cup,Davis Cup,4,Carpet,Sim,2002-01-12,2002
2002-741,Nottingham,Outro,32,Grass,-,2002-01-17,2002
2004-D072,Davis Cup,Davis Cup,4,Hard,-,2004-01-09,2004
2004-D068,Davis Cup,Davis Cup,4,Clay,-,2004-01-16,2004
2006-D051,Davis Cup,Davis Cup,4,Hard,-,2006-01-10,2006
2007-D007,Davis Cup,Davis Cup,4,Hard,-,2007-01-09,2007
2009-D075,Davis Cup,Davis Cup,4,Clay,-,2009-01-08,2009
2011-1536,Madrid Masters,Masters 1000,56,Clay,-,2011-01-01,2011
2012-D032,Davis Cup,Davis Cup,4,Clay,-,2012-01-10,2012
2015-D033,Davis Cup,Davis Cup,4,Hard,-,2015-01-18,2015
2017-6967,Shenzhen,Outro,32,Hard,-,2017-01-25,2017
2020-M-DC-2020-QLS-M-CRO-IND-01,Davis Cup,Davis Cup,4,Hard,-,2020-01-06,2020
2022-M-DC-2022-FLS-2-B-M-ESP-SRB-01,Davis Cup,ATP Finals,2,Hard,-,2022-01-14,2022
2022-4140,Seoul,Outro,32,Hard,-,2022-01-26,2022
1968-802,Richmond,Outro,8,Hard,-,1968-01-02,1968
1969-D036,Davis Cup,Davis Cup,4,Clay,-,1969-01-01,1969
1969-338,Sydney,Outro,32,Grass,-,1969-01-13,1969
1970-6832,Midland,Outro,8,Hard,-,1970-01-08,1970
1970-6831,Leicester,Outro,16,Grass,-,1970-01-19,1970
1970-540,Wimbledon,Grand Slam,128,Grass,-,1970-01-22,1970
